End Products
Sample,Barcode,"",Glucose Avg(g/L),Xylose Avg(g/L),Pyruvate Avg(g/L),Xylitol Avg(g/L),Succinate Avg(g/L),Lactate Avg(g/L),Glycerol Avg(g/L),Formate Avg(g/L),Acetate Avg(g/L),Ethanol Avg(g/L),Cellobiose Avg(g/L)
20200203-f-204,I0047564,T0052122,21.5046416608,0.0,0.0,0.0,0.0,0.1273992432,0.2929171093,0.7218585705,0.0,0.044586546,0.0
20200203-f-205,I0047840,T0052124,6.6985667936,0.0,0.0,0.0,0.0,0.0,0.3194583682,0.7193973464,1.76636738928,0.42201548170000004607,0.0
20200203-f-205,I0047840,T0052123,6.7683571744,0.0,0.0,0.0,0.0,0.0,0.3238934226,0.0,1.7785440334,0.5294230797,0.0
20200203-f-211,I0047636,T0052126,0.144014499199999981984,0.18931393,0.0,0.0,0.0,0.1755785312,0.5337407474,0.0,0.0,0.1833636677,0.0
20200203-f-211,I0047636,T0052125,0.143119104,0.1897913434,0.0,0.0,0.0,0.0,0.5316493835,0.0,0.0,0.1190107882,0.0
20200203-f-212,I0047849,T0052128,0.0,0.1911275004,0.0,0.0,0.0,0.2003667456,0.4638674599,0.0,0.0,0.0911799012,0.0
20200203-f-212,I0047849,T0052127,0.0,0.1906681026,0.0,0.0,0.0,0.197518416,0.464722976,0.0,0.0,0.085657951,0.0
20200203-f-213,I0047821,T0052129,0.167422688,0.1742018442,0.0,0.0,0.0,0.1315375184,0.292901454,0.7196399245,0.0,0.1276945225,0.0
20200203-f-213,I0047821,T0052130,0.169278336,0.1740111791,0.0,0.0,0.0,0.1325356048,0.2922080163,0.7306889657,0.0,0.2402016088,0.0
20200203-f-214,I0047590,T0052131,0.0,0.1798212101,0.0,0.0,0.0,0.1769198224,0.4000251465,0.0,0.0,2.8290075904,0.0
20200203-f-214,I0047590,T0052132,0.0,0.1845473025,0.0,0.0,0.0,0.18155624,0.4048534252,0.0,0.0,2.953073179,0.0
20200203-f-215,I0047808,T0052133,14.891791392,0.0,0.0,0.0,0.0,0.0,0.6251262589,0.0,0.0,0.1221435482,0.0
20200203-f-215,I0047808,T0052134,15.0260592351999981984,0.0,0.0,0.0,0.0,0.0,0.6140054705,0.0,0.0,0.0472825624,0.0
20200203-f-216,I0047592,T0053098,22.1901324448,0.0,0.0,0.0,0.0,0.1276091296,0.2945618367,0.7233306099,0.0,0.044421154700000004607,0.0
20200203-f-216,I0047592,T0053099,22.0699765344,0.0,0.0,0.0,0.0,0.1275875104,0.2938398511,0.7195658162,0.0,0.0449615558,0.0
20200203-BL-BL,I0047502,T0053090,23.5300328096,0.0,0.0,0.0,0.0,0.127499232,0.2922623494,0.7195938945,0.0,0.044619716399999995393,0.0
20200203-BL-BL,I0047502,T0053100,23.4786601856,0.0,0.0,0.0,0.0,0.1281360976,0.2924281114,0.7259317652,0.0,0.0443340824,0.0


Sample,Barcode,Parent Barcode,batch,condition,strain_int
20200203-BL-BL,I0047502,,20200203,BL,BL
20200203-f-216,I0047592,,20200203,f,216
20200203-f-215,I0047808,,20200203,f,215
20200203-f-214,I0047590,,20200203,f,214
20200203-f-213,I0047821,,20200203,f,213
20200203-f-212,I0047849,,20200203,f,212
20200203-f-211,I0047636,,20200203,f,211
20200203-f-205,I0047840,,20200203,f,205
20200203-f-204,I0047564,,20200203,f,204
20200203-f-203,I0047846,,20200203,f,203
20200203-f-202,I0047826,,20200203,f,202
20200203-f-200,I0047801,,20200203,f,200
20200203-f-196,I0043752,,20200203,f,196
20200203-f-194,I0044145,,20200203,f,194
20200203-f-193,I0043714,,20200203,f,193


